Probe Set ID	Gene Symbol	Gene Title
A_23_P98092	OAT	ornithine aminotransferase (gyrate atrophy)
A_23_P125686	INGX	inhibitor of growth family, X-linked, pseudogene
A_23_P213678	PAM	peptidylglycine alpha-amidating monooxygenase
A_23_P207766	ARHGDIA	Rho GDP dissociation inhibitor (GDI) alpha
A_23_P24104	PLAU	plasminogen activator, urokinase
A_24_P414719	NFYA	nuclear transcription factor Y, alpha
A_23_P11214	NKRF	NFKB repressing factor
A_23_P113701	PDGFA	platelet-derived growth factor alpha polypeptide
A_23_P110802	CENPH	centromere protein H
A_23_P70213	APC	adenomatous polyposis coli
A_23_P114740	CFH	complement factor H
A_23_P79545	SUCLG1	succinate-CoA ligase, alpha subunit
A_33_P3382746	LCK	lymphocyte-specific protein tyrosine kinase
A_33_P3237874	TROAP	trophinin associated protein (tastin)
A_23_P29830	CBLB	Cas-Br-M (murine) ecotropic retroviral transforming sequence b
A_23_P387471	MICB	MHC class I polypeptide-related sequence B
A_32_P411945	BOLL	bol, boule-like (Drosophila)
A_23_P155931	MEPE	matrix extracellular phosphoglycoprotein
A_23_P105833	BIVM	basic, immunoglobulin-like variable motif containing
A_23_P117274	MIPEP	mitochondrial intermediate peptidase
A_23_P77103	SORD	sorbitol dehydrogenase
A_33_P3345350	DRGX	dorsal root ganglia homeobox
A_33_P3209706	ARGFX	arginine-fifty homeobox
A_23_P154235	NMI	N-myc (and STAT) interactor
A_23_P102083	BOLL	bol, boule-like (Drosophila)
A_32_P33114	KLB	klotho beta
A_23_P12405	ESPN	espin
A_23_P434352	CAST	calpastatin
A_23_P114084	PHEX	phosphate regulating endopeptidase homolog, X-linked
A_33_P3366082	EBPL	emopamil binding protein-like
A_23_P98183	HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog
A_24_P760960	SKINTL	Skint-like (pseudogene)			
A_24_P419087	AVIL	advillin
A_32_P194062	TYR	tyrosinase (oculocutaneous albinism IA)
A_23_P252062	PPARG	peroxisome proliferator-activated receptor gamma
A_23_P206760	HP	haptoglobin
A_23_P140434	MYO5C	myosin VC
A_23_P417853	MYO3B	myosin IIIB
A_24_P72064	GHR	growth hormone receptor
A_23_P304991	HLCS	holocarboxylase synthetase (biotin-(proprionyl-Coenzyme A-carboxylase (ATP-hydrolysing)) ligase)
A_23_P333640	PAPLN	papilin, proteoglycan-like sulfated glycoprotein
A_23_P500734	POGZ	pogo transposable element with ZNF domain
A_23_P502142	FYN	FYN oncogene related to SRC, FGR, YES
A_23_P115161	DARC	Duffy blood group, chemokine receptor
A_32_P56713	BCR	breakpoint cluster region
A_33_P3406873	NFASC	neurofascin homolog (chicken)
A_33_P3334908	DHRSX	dehydrogenase/reductase (SDR family) X-linked
A_23_P209954	GNLY	granulysin
A_23_P257945	HCCS	holocytochrome c synthase (cytochrome c heme-lyase)
A_33_P3355208	CROT	carnitine O-octanoyltransferase
A_23_P151870	GLCE	glucuronic acid epimerase
A_23_P103765	FCER1A	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide
A_24_P59220	POTEF	POTE ankyrin domain family, member F
A_23_P23006	NRD1	nardilysin (N-arginine dibasic convertase)
A_23_P34744	CTSK	cathepsin K
A_23_P23221	GADD45A	growth arrest and DNA-damage-inducible, alpha
A_23_P343411	AGRN	agrin
A_33_P3217073	GHITM	growth hormone inducible transmembrane protein
A_33_P3462422	THEMIS	thymocyte selection associated
A_23_P61778	NXN	nucleoredoxin
A_23_P97096	OPTC	opticin
A_24_P170763	KHNYN	KH and NYN domain containing
A_24_P256512	STH	saitohin
A_33_P3214635	FECH	ferrochelatase (protoporphyria)
A_33_P3337415	GNAL	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type
A_23_P84744	HYDIN	hydrocephalus inducing homolog (mouse)
A_23_P110473	NAIP	NLR family, apoptosis inhibitory protein
A_23_P135769	ACTB	actin, beta
A_23_P100141	UNKL	unkempt homolog (Drosophila)-like
A_23_P143484	PIGP	phosphatidylinositol glycan anchor biosynthesis, class P
A_23_P215956	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)
A_24_P151582	TEF	thyrotrophic embryonic factor
A_23_P14473	CNIH	cornichon homolog (Drosophila)
A_24_P262355	PHB	prohibitin
A_23_P102731	SMOX	spermine oxidase
A_23_P127948	ADM	adrenomedullin
A_33_P3247204	LOC619207	scavenger receptor protein family member
A_32_P155776	POTEK	POTE ankyrin domain family, member K
A_24_P389517	HNRNPK	heterogeneous nuclear ribonucleoprotein K
A_23_P17345	MAFB	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)
A_23_P98085	PTEN	phosphatase and tensin homolog
A_23_P204395	AACS	acetoacetyl-CoA synthetase
A_23_P87491	APOF	apolipoprotein F
A_23_P120822	UPB1	ureidopropionase, beta
A_23_P113184	FTO	fat mass and obesity associated
A_23_P109143	PRNP	prion protein
A_23_P40956	GHRL	ghrelin/obestatin prepropeptide
A_23_P9662	IPP	intracisternal A particle-promoted polypeptide
A_33_P3307486	SYNRG	synergin, gamma
A_33_P3347281	HNMT	histamine N-methyltransferase
A_33_P3238390	LOC389217	similar to SET translocation	
A_23_P114084	PHEX	phosphate regulating endopeptidase homolog, X-linked
A_23_P123622	NPR2	natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B)
A_23_P376704	CIDEA	cell death-inducing DFFA-like effector a
A_33_P3363254	LOC732043	similar to Kruppel-like factor LKLF
A_23_P117662	HDC	histidine decarboxylase
A_33_P3274731	CLTC	clathrin, heavy chain (Hc)
A_23_P1145	MTPAP	mitochondrial poly(A) polymerase
A_33_P3360665	ACVR1	activin A receptor, type I
A_33_P3219303	CEL	carboxyl ester lipase (bile salt-stimulated lipase)
A_23_P360804	CPNE5	copine V
A_23_P10506	HPGDS	hematopoietic prostaglandin D synthase
A_33_P3323481	BGLAP	bone gamma-carboxyglutamate (gla) protein
A_23_P154025	SSB	Sjogren syndrome antigen B (autoantigen La)
A_23_P321892	HRG	histidine-rich glycoprotein
A_33_P3258141	CHUK	conserved helix-loop-helix ubiquitous kinase
A_23_P122216	LOX	lysyl oxidase
A_23_P70213	APC	adenomatous polyposis coli
A_23_P107653	ETFB	electron-transfer-flavoprotein, beta polypeptide
A_23_P115137	HBXIP	hepatitis B virus x interacting protein
A_23_P103932	FGR	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog
A_23_P216448	NFIB	nuclear factor I/B
A_24_P104512	EVPL	envoplakin
A_23_P98085	PTEN	phosphatase and tensin homolog
A_33_P3384052	RAX	retina and anterior neural fold homeobox
A_23_P165355	FARSB	phenylalanyl-tRNA synthetase, beta subunit
A_23_P117933	GCSH	glycine cleavage system protein H (aminomethyl carrier)
A_23_P35916	ATM	ataxia telangiectasia mutated
A_33_P3249509	NFIC	nuclear factor I/C (CCAAT-binding transcription factor)
A_23_P101185	NARS	asparaginyl-tRNA synthetase
A_23_P205841	MYO9A	myosin IXA
A_23_P406424	RHOC	ras homolog gene family, member C
A_23_P102542	AFTPH	aftiphilin
A_23_P88817	MLYCD	malonyl-CoA decarboxylase
A_33_P3291097	BCAM	basal cell adhesion molecule (Lutheran blood group)
A_33_P3276718	HGF	hepatocyte growth factor (hepapoietin A; scatter factor)
A_23_P216708	RFK	riboflavin kinase
A_33_P3340260	OTOG	otogelin
A_23_P70328	CENPQ	centromere protein Q
A_23_P352799	NPW	neuropeptide W
A_33_P3381816	INVS	inversin
A_23_P102542	AFTPH	aftiphilin
A_23_P250813	WRN	Werner syndrome, RecQ helicase-like
A_24_P944973	EYS	eyes shut homolog (Drosophila)
A_23_P134426	GPNMB	glycoprotein (transmembrane) nmb
A_23_P28886	PCNA	proliferating cell nuclear antigen
A_23_P8900	COX6C	cytochrome c oxidase subunit VIc
A_24_P155617	DAOA	D-amino acid oxidase activator
A_23_P34628	GTF2B	general transcription factor IIB
A_24_P393611	GNAO1	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O
A_23_P113393	APLN	apelin
A_23_P125639	ZFX	zinc finger protein, X-linked
A_23_P119222	RETN	resistin
A_23_P214091	LYPLA1	lysophospholipase I
A_33_P3337272	NRARP	NOTCH-regulated ankyrin repeat protein
A_23_P72668	SDPR	serum deprivation response
A_23_P373584	SGCZ	sarcoglycan zeta
A_33_P3256303	SELPLG	selectin P ligand
A_23_P106002	NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha
A_23_P38015	FBRS	fibrosin
A_33_P3323559	CRYAA	crystallin, alpha A
A_32_P160896	FTMT	ferritin mitochondrial
A_23_P116765	LALBA	lactalbumin, alpha-
A_24_P362317	ADAR	adenosine deaminase, RNA-specific
A_23_P91081	EPCAM	epithelial cell adhesion molecule
A_33_P3384287	PALM	paralemmin
A_23_P144054	PRKCD	protein kinase C, delta
A_23_P250035	SDHA	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)
A_24_P203328	TPRXL	tetra-peptide repeat homeobox-like
A_23_P91619	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
A_23_P21706	CTPS	CTP synthase
A_23_P19712	GMNN	geminin, DNA replication inhibitor
A_23_P252062	PPARG	peroxisome proliferator-activated receptor gamma
A_23_P154235	NMI	N-myc (and STAT) interactor
A_33_P3304506	LOC347281	similar to topoisomerase I-interacting protein
A_23_P64919	RERGL	RERG/RAS-like
A_33_P3225091	NUMBL	numb homolog (Drosophila)-like
A_33_P3279590	OGN	osteoglycin
A_23_P102172	CPO	carboxypeptidase O
A_23_P102017	ERMN	ermin, ERM-like protein
A_33_P3405535	LOC650293	seven transmembrane helix receptor
A_23_P31755	CRH	corticotropin releasing hormone
A_23_P411296	CEBPB	CCAAT/enhancer binding protein (C/EBP), beta
A_33_P3335398	AATK	apoptosis-associated tyrosine kinase
A_23_P131789	BPI	bactericidal/permeability-increasing protein
A_23_P162010	CCKBR	cholecystokinin B receptor
A_23_P7957	GNMT	glycine N-methyltransferase
A_23_P80040	PROCR	protein C receptor, endothelial (EPCR)
A_24_P42557	TSHR	thyroid stimulating hormone receptor
A_24_P304449	MLEC	malectin
A_23_P35916	ATM	ataxia telangiectasia mutated
A_33_P3316899	RALYL	RALY RNA binding protein-like
A_33_P3226832	F3	coagulation factor III (thromboplastin, tissue factor)
A_23_P132738	CRYGS	crystallin, gamma S
A_23_P121459	THPO	thrombopoietin
A_23_P119102	VASP	vasodilator-stimulated phosphoprotein
A_23_P56529	AAMP	angio-associated, migratory cell protein
A_23_P4041	PCTP	phosphatidylcholine transfer protein
A_33_P3531204	PCOTH	prostate collagen triple helix
A_33_P3376379	CNST	consortin, connexin sorting protein
A_24_P63380	BMPR1B	bone morphogenetic protein receptor, type IB
A_23_P12896	FANCF	Fanconi anemia, complementation group F
A_23_P111919	PURG	purine-rich element binding protein G
A_24_P305678	PITPNB	phosphatidylinositol transfer protein, beta
A_33_P3249529	PCNX	pecanex homolog (Drosophila)
A_23_P102731	SMOX	spermine oxidase
A_33_P3364808	PTPRC	protein tyrosine phosphatase, receptor type, C
A_24_P336705	RABGGTB	Rab geranylgeranyltransferase, beta subunit
A_23_P63379	CA14	carbonic anhydrase XIV
A_33_P3267640	HGFAC	HGF activator
A_23_P206441	FANCA	Fanconi anemia, complementation group A
A_33_P3322082	LOC728806	similar to N-ethylmaleimide-sensitive factor
A_33_P3422043	ESSPL	epidermis-specific serine protease-like protein
A_24_P92367	YDJC	YdjC homolog (bacterial)
A_23_P146783	NEB	nebulin
A_33_P3337599	PRKDC	protein kinase, DNA-activated, catalytic polypeptide
A_23_P97623	RRAGC	Ras-related GTP binding C
A_33_P3344618	TFEB	transcription factor EB
A_23_P17769	DDT	D-dopachrome tautomerase
A_33_P3339650	DST	dystonin
A_23_P104689	RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
A_33_P3350673	HOPX	HOP homeobox
A_23_P102083	BOLL	bol, boule-like (Drosophila)
A_33_P3276703	VGF	VGF nerve growth factor inducible
A_23_P10995	RBMS3	RNA binding motif, single stranded interacting protein
A_33_P3378556	F11	coagulation factor XI
A_33_P3242814	LOC100130445	similar to AML-associated zinc finger protein
A_33_P3405848	TPO	thyroid peroxidase
A_23_P406521	SIRPD	signal-regulatory protein delta
A_33_P3329958	PYY	peptide YY
A_23_P144054	PRKCD	protein kinase C, delta
A_23_P140602	NGRN	neugrin, neurite outgrowth associated
A_24_P873764	BCR	breakpoint cluster region
A_23_P97860	LIPA	lipase A, lysosomal acid, cholesterol esterase
A_23_P215956	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)
A_23_P111919	PURG	purine-rich element binding protein G
A_23_P115202	CRNN	cornulin
A_23_P110473	NAIP	NLR family, apoptosis inhibitory protein
A_23_P62335	TMLHE	trimethyllysine hydroxylase, epsilon
A_33_P3333890	LCORL	ligand dependent nuclear receptor corepressor-like
A_23_P103932	FGR	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog
A_23_P75453	MEN1	multiple endocrine neoplasia I
A_23_P212715	CBLB	Cas-Br-M (murine) ecotropic retroviral transforming sequence b
A_23_P138089	MPZ	myelin protein zero
A_23_P100074	AVEN	apoptosis, caspase activation inhibitor
A_23_P162037	ARNTL	aryl hydrocarbon receptor nuclear translocator-like
A_23_P1374	PRKCQ	protein kinase C, theta
A_23_P126037	RLF	rearranged L-myc fusion
A_24_P71661	CRTAP	cartilage associated protein
A_32_P35512	SSB	Sjogren syndrome antigen B (autoantigen La)
A_32_P172141	CDON	Cdon homolog (mouse)
A_24_P77968	FLNC	filamin C, gamma
A_23_P30693	PLG	plasminogen
A_23_P215956	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)
A_23_P21063	SCN5A	sodium channel, voltage-gated, type V, alpha subunit
A_23_P121459	THPO	thrombopoietin
A_23_P103932	FGR	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog
A_23_P254081	LIAS	lipoic acid synthetase
A_23_P203558	HBB	hemoglobin, beta
A_23_P25097	LLPH	LLP homolog, long-term synaptic facilitation (Aplysia)
A_33_P3415888	TEPP	testis, prostate and placenta expressed
A_23_P114934	MAEL	maelstrom homolog (Drosophila)
A_23_P436284	OSTbeta	organic solute transporter beta
A_23_P203645	CREBZF	CREB/ATF bZIP transcription factor
A_23_P115346	LGTN	ligatin
A_23_P113701	PDGFA	platelet-derived growth factor alpha polypeptide
A_33_P3359071	ACD	adrenocortical dysplasia homolog (mouse)
A_23_P111860	RADIL	Ras association and DIL domains
A_23_P82868	PLAT	plasminogen activator, tissue
A_23_P15582	XYLT2	xylosyltransferase II
A_23_P168916	CA1	carbonic anhydrase I
A_24_P132813	OPALIN	oligodendrocytic myelin paranodal and inner loop protein
A_23_P88046	CARKD	carbohydrate kinase domain containing
A_23_P117068	SNRPF	small nuclear ribonucleoprotein polypeptide F
A_24_P119685	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
A_33_P3386147	LOC100128354	similar to small nuclear ribonucleoprotein polypeptide G			
A_23_P90997	OTOS	otospiralin
A_33_P3274691	LOC619207	scavenger receptor protein family member
A_33_P3320943	LOC649873	similar to peptidylprolyl isomerase A
A_33_P3380567	SHARPIN	SHANK-associated RH domain interactor
A_23_P90944	SCN7A	sodium channel, voltage-gated, type VII, alpha
A_23_P342185	WAPAL	wings apart-like homolog (Drosophila)
A_23_P88484	DUT	deoxyuridine triphosphatase
A_23_P121356	BBX	bobby sox homolog (Drosophila)
A_23_P100074	AVEN	apoptosis, caspase activation inhibitor
A_33_P3319161	FXN	frataxin
A_23_P370733	tAKR	aldo-keto reductase, truncated			
A_33_P3300232	HYDIN	hydrocephalus inducing homolog (mouse)
A_24_P275585	IQCH	IQ motif containing H
A_23_P159920	IKBKG	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma
A_33_P3340757	LOC100132887	similar to Kruppel-like factor LKLF
A_33_P3320079	NFIB	nuclear factor I/B
A_23_P203191	APOA1	apolipoprotein A-I
A_33_P3240258	RPN2	ribophorin II
A_23_P110851	TERT	telomerase reverse transcriptase
A_23_P159191	GAST	gastrin
A_23_P67042	MOCOS	molybdenum cofactor sulfurase
A_23_P32125	PMPCA	peptidase (mitochondrial processing) alpha
A_23_P137139	BTK	Bruton agammaglobulinemia tyrosine kinase
A_23_P411296	CEBPB	CCAAT/enhancer binding protein (C/EBP), beta
A_23_P62752	NPPB	natriuretic peptide precursor B
A_23_P127475	CCS	copper chaperone for superoxide dismutase
A_23_P250813	WRN	Werner syndrome, RecQ helicase-like
A_23_P214222	MARCKS	myristoylated alanine-rich protein kinase C substrate
A_24_P354724	TAGAP	T-cell activation RhoGTPase activating protein
A_23_P46351	TDRKH	tudor and KH domain containing
A_24_P154868	MEP1A	meprin A, alpha (PABA peptide hydrolase)
A_23_P114883	FMOD	fibromodulin
A_33_P3342365	LOC728064	similar to cubilin (intrinsic factor-cobalamin receptor)
A_33_P3296499	PTPRK	protein tyrosine phosphatase, receptor type, K
A_32_P102935	SPDYA	speedy homolog A (Xenopus laevis)
A_23_P59654	NPVF	neuropeptide VF precursor
A_23_P206077	AEN	apoptosis enhancing nuclease
A_33_P3427102	TTL	tubulin tyrosine ligase
A_23_P106002	NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha
A_23_P133755	PREP	prolyl endopeptidase
A_23_P33847	SYN1	synapsin I
A_23_P120227	LBH	limb bud and heart development homolog (mouse)
A_33_P3278573	MAGIX	MAGI family member, X-linked
A_23_P19529	MLN	motilin
A_23_P29994	RBPJ	recombination signal binding protein for immunoglobulin kappa J region
A_23_P120056	RTKN	rhotekin
A_23_P101683	CLC	Charcot-Leyden crystal protein
A_23_P34606	MTOR	mechanistic target of rapamycin (serine/threonine kinase)
A_23_P90359	NRTN	neurturin
A_23_P69670	CNO	cappuccino homolog (mouse)
A_24_P941268	CA5B	carbonic anhydrase VB, mitochondrial
A_33_P3340990	AKTIP	AKT interacting protein
A_32_P27706	AGPS	alkylglycerone phosphate synthase
A_23_P78944	AMH	anti-Mullerian hormone
A_23_P115137	HBXIP	hepatitis B virus x interacting protein
A_23_P118061	CKLF	chemokine-like factor
A_23_P107653	ETFB	electron-transfer-flavoprotein, beta polypeptide
A_23_P14892	IGFALS	insulin-like growth factor binding protein, acid labile subunit
A_23_P417918	PENK	proenkephalin
A_32_P219116	CENPJ	centromere protein J
A_23_P251680	COMT	catechol-O-methyltransferase
A_23_P115202	CRNN	cornulin
A_23_P117727	MTFMT	mitochondrial methionyl-tRNA formyltransferase
A_33_P3424297	SELT	selenoprotein T
A_24_P134266	BSG	basigin (Ok blood group)
A_23_P10559	AATK	apoptosis-associated tyrosine kinase
A_23_P10385	DTL	denticleless homolog (Drosophila)
A_23_P1585	ESRRA	estrogen-related receptor alpha
A_23_P163408	SCAPER	S-phase cyclin A-associated protein in the ER
A_33_P3353916	SETMAR	SET domain and mariner transposase fusion gene
A_23_P121459	THPO	thrombopoietin
A_23_P115190	NGF	nerve growth factor (beta polypeptide)
A_24_P374675	UNKL	unkempt homolog (Drosophila)-like
A_32_P209960	CIITA	class II, major histocompatibility complex, transactivator
A_23_P120822	UPB1	ureidopropionase, beta
A_23_P42695	GGCT	gamma-glutamyl cyclotransferase
A_24_P357266	GRPR	gastrin-releasing peptide receptor
A_33_P3219939	CUBN	cubilin (intrinsic factor-cobalamin receptor)
A_24_P282251	FGA	fibrinogen alpha chain
A_23_P380371	IPMK	inositol polyphosphate multikinase
A_33_P3221111	LOC649034	similar to Pepsin A precursor
A_24_P242646	CTSS	cathepsin S
A_23_P215790	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)
A_23_P122815	CALU	calumenin
A_33_P3402983	HYDIN	hydrocephalus inducing homolog (mouse)
A_23_P118571	SOST	sclerosteosis
A_23_P200976	HYI	hydroxypyruvate isomerase homolog (E. coli)
A_23_P19226	DSE	dermatan sulfate epimerase
A_23_P100602	TBCD	tubulin folding cofactor D
A_23_P256632	PGGT1B	protein geranylgeranyltransferase type I, beta subunit
A_23_P104594	SCT	secretin
A_23_P66311	DNASE1	deoxyribonuclease I
A_23_P387552	RARG	retinoic acid receptor, gamma
A_33_P3230339	TTF1	transcription termination factor, RNA polymerase I
A_24_P92472	CFI	complement factor I
A_24_P854492	MIAT	myocardial infarction associated transcript (non-protein coding)
A_23_P113111	AR	androgen receptor
A_23_P106002	NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha
A_23_P42265	APOM	apolipoprotein M
A_23_P411296	CEBPB	CCAAT/enhancer binding protein (C/EBP), beta
A_24_P304723	PPIB	peptidylprolyl isomerase B (cyclophilin B)
A_33_P3325131	CANX	calnexin
A_23_P207842	RARA	retinoic acid receptor, alpha
A_23_P102286	LHCGR	luteinizing hormone/choriogonadotropin receptor
A_33_P3285580	GLYCTK	glycerate kinase
A_23_P46039	FCRLA	Fc receptor-like A
A_33_P3301025	CPOX	coproporphyrinogen oxidase
A_33_P3363637	BLNK	B-cell linker
A_23_P94053	TRRAP	transformation/transcription domain-associated protein
A_23_P111194	SPDEF	SAM pointed domain containing ets transcription factor
A_23_P62807	SCCPDH	saccharopine dehydrogenase (putative)
A_24_P397817	LEP	leptin
A_23_P159775	GABRE	gamma-aminobutyric acid (GABA) A receptor, epsilon
A_24_P288722	CASK	calcium/calmodulin-dependent serine protein kinase (MAGUK family)
A_23_P10305	CTPS2	CTP synthase II
A_33_P3562537	RET	ret proto-oncogene
A_33_P3334398	CA6	carbonic anhydrase VI
A_33_P3323939	LIPN	lipase, family member N
A_33_P3413840	GK	glycerol kinase
A_23_P149649	SDHB	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)
A_23_P119964	CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta
A_24_P395814	CGB	chorionic gonadotropin, beta polypeptide
A_23_P250813	WRN	Werner syndrome, RecQ helicase-like
A_23_P120982	PKDREJ	polycystic kidney disease (polycystin) and REJ homolog (sperm receptor for egg jelly homolog, sea urchin)
A_23_P250813	WRN	Werner syndrome, RecQ helicase-like
A_33_P3292854	CALR	calreticulin
A_23_P100868	MYO19	myosin XIX
A_23_P38154	FDXR	ferredoxin reductase
A_23_P91619	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
A_23_P119964	CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta
A_33_P3258600	NYNRIN	NYN domain and retroviral integrase containing
A_23_P149099	DDOST	dolichyl-diphosphooligosaccharide-protein glycosyltransferase
A_23_P206441	FANCA	Fanconi anemia, complementation group A
A_23_P118061	CKLF	chemokine-like factor
A_24_P405621	NISCH	nischarin
A_33_P3317321	TPMT	thiopurine S-methyltransferase
A_33_P3312807	IPW	imprinted in Prader-Willi syndrome (non-protein coding)
A_33_P3317553	LOC644231	similar to WAS protein homolog associated with actin, golgi membranes and microtubules
A_33_P3294222	RLTPR	RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing
A_33_P3367251	CNTLN	centlein, centrosomal protein
A_33_P3227506	BPTF	bromodomain PHD finger transcription factor
A_23_P143374	NINL	ninein-like
A_33_P3362008	NPPB	natriuretic peptide precursor B
A_23_P105138	CAT	catalase
A_23_P258340	PPIA	peptidylprolyl isomerase A (cyclophilin A)
A_33_P3373343	ARSH	arylsulfatase family, member H
A_23_P303833	SCN4B	sodium channel, voltage-gated, type IV, beta
A_23_P105562	VWF	von Willebrand factor
A_24_P398147	NEBL	nebulette
A_23_P26976	CHAD	chondroadherin
A_23_P151294	IFNG	interferon, gamma
A_23_P115161	DARC	Duffy blood group, chemokine receptor
A_23_P28886	PCNA	proliferating cell nuclear antigen
A_24_P144377	DEXI	Dexi homolog (mouse)
A_23_P75978	CLPB	ClpB caseinolytic peptidase B homolog (E. coli)
A_23_P24104	PLAU	plasminogen activator, urokinase
A_23_P1431	BMPR1A	bone morphogenetic protein receptor, type IA
A_23_P43946	SARNP	SAP domain containing ribonucleoprotein
A_23_P131215	CRYGD	crystallin, gamma D
A_23_P58132	RHOH	ras homolog gene family, member H
A_23_P411296	CEBPB	CCAAT/enhancer binding protein (C/EBP), beta
A_32_P7316	BDNF	brain-derived neurotrophic factor
A_23_P102286	LHCGR	luteinizing hormone/choriogonadotropin receptor
A_23_P102083	BOLL	bol, boule-like (Drosophila)
A_23_P112061	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase
A_23_P399897	KY	kyphoscoliosis peptidase
A_23_P310372	IFNK	interferon, kappa
A_23_P82868	PLAT	plasminogen activator, tissue
A_23_P422718	POLH	polymerase (DNA directed), eta
A_23_P386411	PPID	peptidylprolyl isomerase D
A_33_P3358183	PTGFR	prostaglandin F receptor (FP)
A_23_P115762	ECD	ecdysoneless homolog (Drosophila)
A_23_P1145	MTPAP	mitochondrial poly(A) polymerase
A_33_P3382924	SPARC	secreted protein, acidic, cysteine-rich (osteonectin)
A_23_P120227	LBH	limb bud and heart development homolog (mouse)
A_33_P3221234	IPP	intracisternal A particle-promoted polypeptide
A_33_P3323136	ENKUR	enkurin, TRPC channel interacting protein
A_23_P53137	HBG1	hemoglobin, gamma A
A_33_P3275220	NRK	Nik related kinase
A_23_P91619	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
A_23_P363778	FRZB	frizzled-related protein
A_23_P111919	PURG	purine-rich element binding protein G
A_23_P43350	MLANA	melan-A
A_23_P67367	DHDH	dihydrodiol dehydrogenase (dimeric)
A_33_P3219256	BMPR1A	bone morphogenetic protein receptor, type IA
A_33_P3298326	FSHB	follicle stimulating hormone, beta polypeptide
A_23_P103932	FGR	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog
A_24_P60441	EVC	Ellis van Creveld syndrome
A_24_P833129	ISPD	isoprenoid synthase domain containing
A_23_P104689	RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
A_23_P124742	CHKA	choline kinase alpha
A_23_P145114	GCLC	glutamate-cysteine ligase, catalytic subunit
A_23_P136125	FGB	fibrinogen beta chain
A_23_P211643	PPARA	peroxisome proliferator-activated receptor alpha
A_23_P127891	BDNF	brain-derived neurotrophic factor
A_24_P385313	PTPRF	protein tyrosine phosphatase, receptor type, F
A_33_P3681213	PREPL	prolyl endopeptidase-like
A_24_P382579	OXT	oxytocin, prepropeptide
A_23_P40240	CTSZ	cathepsin Z
A_23_P167683	GDNF	glial cell derived neurotrophic factor
A_33_P3404281	LOC51145	erythrocyte transmembrane protein
A_23_P119964	CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta
A_33_P3359022	IRGC	immunity-related GTPase family, cinema
A_23_P43763	PLLP	plasma membrane proteolipid (plasmolipin)
A_23_P218827	POLQ	polymerase (DNA directed), theta
A_23_P88740	CENPN	centromere protein N
A_23_P103349	OCLM	oculomedin
A_23_P58763	PELO	pelota homolog (Drosophila)
A_23_P106405	NDN	necdin homolog (mouse)
A_33_P3276813	EYS	eyes shut homolog (Drosophila)
A_23_P109143	PRNP	prion protein
A_23_P109143	PRNP	prion protein
A_23_P117727	MTFMT	mitochondrial methionyl-tRNA formyltransferase
A_33_P3398809	MRRF	mitochondrial ribosome recycling factor
A_23_P328206	DNMBP	dynamin binding protein
A_23_P126103	CTH	cystathionase (cystathionine gamma-lyase)
A_23_P163580	CENPT	centromere protein T
A_33_P3358923	BTLA	B and T lymphocyte associated
A_23_P100074	AVEN	apoptosis, caspase activation inhibitor
A_33_P3216601	FHIT	fragile histidine triad gene
A_24_P844984	PIGR	polymeric immunoglobulin receptor
A_23_P103110	MAFF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
A_23_P103110	MAFF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
A_33_P3239634	NFYA	nuclear transcription factor Y, alpha
